"","Rho","N","P","p.adj"
"11312at7088_nostop.fas.aligned.fas.best",-0.105802663997089,73,0.274798384575898,0.70212600106005
"11313at7088_nostop.fas.aligned.fas.best",0.0300640355993259,77,0.749778263066684,0.931820674409411
"11318at7088_nostop.fas.aligned.fas.best",0.0562972954049548,79,0.545092316623477,0.862755580563267
"1131at7088_nostop.fas.aligned.fas.best",0.0533053021146936,93,0.533379298290349,0.85606628247373
"11321at7088_nostop.fas.aligned.fas.best",-0.0594294699148375,68,0.554221900860245,0.868106684890876
"11334at7088_nostop.fas.aligned.fas.best",-0.0141485755682128,95,0.867269563604284,0.966899798837849
"11335at7088_nostop.fas.aligned.fas.best",0.0837482596034467,100,0.309869325910637,0.72853495729209
"11336at7088_nostop.fas.aligned.fas.best",-0.0816431269038574,95,0.334847458332674,0.746402369084519
"11337at7088_nostop.fas.aligned.fas.best",-0.0201000942576467,115,0.793547001543617,0.947130838549306
"11338at7088_nostop.fas.aligned.fas.best",-0.157654596990711,102,0.053476369263534,0.408503859332296
"1133at7088_nostop.fas.aligned.fas.best",-0.0128255065934676,93,0.880873466890762,0.969196543352723
"11342at7088_nostop.fas.aligned.fas.best",-0.00813112606203003,97,0.922667300964024,0.979703405094222
"11346at7088_nostop.fas.aligned.fas.best",0.155410106451237,65,0.130757320318887,0.555992289467566
"11349at7088_nostop.fas.aligned.fas.best",-0.164266499920529,80,0.0755525986748243,0.455007810991597
"1134at7088_nostop.fas.aligned.fas.best",-0.0176638273378485,76,0.852340756724498,0.962050636200635
"11350at7088_nostop.fas.aligned.fas.best",0.243422412729759,78,0.00933670237054667,0.23162947570397
"11353at7088_nostop.fas.aligned.fas.best",0.083298353130586,93,0.330396670068396,0.742952314925756
"11356at7088_nostop.fas.aligned.fas.best",-0.141375697590766,93,0.0985486577245264,0.495877922467658
"11359at7088_nostop.fas.aligned.fas.best",0.0638476934081979,101,0.436493135228945,0.806124585049713
"11363at7088_nostop.fas.aligned.fas.best",0.0971388296190239,108,0.220582739566959,0.657498549541478
"11365at7088_nostop.fas.aligned.fas.best",0.0218234288657195,102,0.789232586500405,0.946375171273177
"11368at7088_nostop.fas.aligned.fas.best",-0.0969321390005566,104,0.230490507461921,0.668934672767264
"1136at7088_nostop.fas.aligned.fas.best",-0.113175830609374,114,0.142365089957514,0.570261803015387
"11372at7088_nostop.fas.aligned.fas.best",-0.049622253910052,80,0.591383878867323,0.882472812175875
"11374at7088_nostop.fas.aligned.fas.best",-0.0415310469670505,85,0.643029990440605,0.898281943803471
"11375at7088_nostop.fas.aligned.fas.best",0.114182221489365,105,0.15578461947498,0.590457293217357
"11377at7088_nostop.fas.aligned.fas.best",-0.0674314729820299,98,0.418363992000929,0.793832215623182
"11378at7088_nostop.fas.aligned.fas.best",-0.0731431906163034,100,0.375130777792122,0.764001418854643
"11379at7088_nostop.fas.aligned.fas.best",-0.0639086964006138,93,0.455212594458496,0.816312595727389
"11380at7088_nostop.fas.aligned.fas.best",0.0568574106287928,95,0.501826430923231,0.844395805260042
"11382at7088_nostop.fas.aligned.fas.best",0.142195684922089,113,0.0665108320507378,0.447254803930736
"11383at7088_nostop.fas.aligned.fas.best",-0.0136814396521483,81,0.881588351373018,0.969196543352723
"11389at7088_nostop.fas.aligned.fas.best",0.218961348116438,102,0.0073188222442872,0.206508249868128
"11390at7088_nostop.fas.aligned.fas.best",0.140262475432629,115,0.0678130870895066,0.450374768533458
"11396at7088_nostop.fas.aligned.fas.best",-0.0101326527616916,87,0.908897683962354,0.977316234625245
"11397at7088_nostop.fas.aligned.fas.best",0.0632193128609553,64,0.541983544098262,0.861407086256312
"1139at7088_nostop.fas.aligned.fas.best",-0.244183665841181,79,0.00867277726589663,0.223071502164706
"113at7088_nostop.fas.aligned.fas.best",-0.0146571163306192,96,0.861816186600484,0.964820423451093
"11401at7088_nostop.fas.aligned.fas.best",0.147058938707017,96,0.0807380580791592,0.465976847828076
"11403at7088_nostop.fas.aligned.fas.best",0.111672431493249,95,0.187131627663653,0.61981300118272
"11404at7088_nostop.fas.aligned.fas.best",-0.013868218299321,99,0.867133703178261,0.966899798837849
"11405at7088_nostop.fas.aligned.fas.best",-0.0558873883938933,83,0.537814885120359,0.857293551105977
"1140at7088_nostop.fas.aligned.fas.best",0.063762646184437,114,0.408507751005175,0.785896014244383
"11416at7088_nostop.fas.aligned.fas.best",0.0449967643219646,116,0.556228165512259,0.86831048940676
"11418at7088_nostop.fas.aligned.fas.best",-0.0522148210426323,80,0.572156047535181,0.873091804752355
"1141at7088_nostop.fas.aligned.fas.best",0.0478074191012487,121,0.522972749019662,0.853097680479225
"11423at7088_nostop.fas.aligned.fas.best",0.156721284094061,91,0.0701387875212005,0.450762776824025
"11426at7088_nostop.fas.aligned.fas.best",-0.349390634776765,98,2.75133189797836e-05,0.0314408452641477
"11428at7088_nostop.fas.aligned.fas.best",0.310117715684622,72,0.00148099091603615,0.126831988326325
"11437at7088_nostop.fas.aligned.fas.best",-0.0467114532799384,59,0.66570552422158,0.909154452111395
"11438at7088_nostop.fas.aligned.fas.best",-0.0730179789509932,102,0.371123545381438,0.762562863030271
"11441at7088_nostop.fas.aligned.fas.best",-0.129446762614602,79,0.164103506825787,0.599135087620345
"11442at7088_nostop.fas.aligned.fas.best",-0.194688580419654,105,0.0155135805318303,0.270666652091965
"1144at7088_nostop.fas.aligned.fas.best",0.229024009991219,99,0.00572991233542202,0.18482349178238
"11450at7088_nostop.fas.aligned.fas.best",-0.105275091521462,58,0.334467615203979,0.746402369084519
"11451at7088_nostop.fas.aligned.fas.best",0.0106965213980603,97,0.89838505380721,0.974956809343009
"11454at7088_nostop.fas.aligned.fas.best",0.0715349068205265,110,0.362523740907363,0.759439055768816
"11456at7088_nostop.fas.aligned.fas.best",-0.0563204446111979,96,0.503596547461649,0.845154210492893
"1145at7088_nostop.fas.aligned.fas.best",0.184296090244432,99,0.0261975374733474,0.307048573822233
"11462at7088_nostop.fas.aligned.fas.best",0.00613858426914835,115,0.936296385530593,0.984479648721209
"11474at7088_nostop.fas.aligned.fas.best",-0.0815466327724204,100,0.32276087610247,0.741295114174487
"11479at7088_nostop.fas.aligned.fas.best",-0.220601292567018,77,0.0192718682116751,0.281141912428138
"11483at7088_nostop.fas.aligned.fas.best",-0.087693964700159,62,0.405319735190109,0.781629924481481
"11484at7088_nostop.fas.aligned.fas.best",-0.0825658577930768,74,0.390777372350239,0.774266669249671
"11489at7088_nostop.fas.aligned.fas.best",-0.112983966254701,98,0.175114999587547,0.606773913276227
"11490at7088_nostop.fas.aligned.fas.best",-0.13088344148052,84,0.146563946475397,0.5745658656424
"11492at7088_nostop.fas.aligned.fas.best",-0.0181391622832906,88,0.83675326460692,0.956199793129558
"11493at7088_nostop.fas.aligned.fas.best",0.0859662316480496,94,0.312500032187242,0.730658643032165
"11501at7088_nostop.fas.aligned.fas.best",0.0827346090863292,111,0.290059883085853,0.713990728354195
"11505at7088_nostop.fas.aligned.fas.best",-0.21559465949278,104,0.00765299308352333,0.21073392400473
"11507at7088_nostop.fas.aligned.fas.best",-0.102625269452392,113,0.185393946944362,0.616765452316361
"1150at7088_nostop.fas.aligned.fas.best",-0.0195824829304971,90,0.821968621700186,0.953093451811964
"11511at7088_nostop.fas.aligned.fas.best",-0.207668510309736,65,0.0434608153270827,0.379845863977237
"11512at7088_nostop.fas.aligned.fas.best",-0.0181122966034472,71,0.853776195799015,0.962419479900689
"11516at7088_nostop.fas.aligned.fas.best",-0.0470408496637649,87,0.595254566850179,0.883411891257197
"11518at7088_nostop.fas.aligned.fas.best",-0.211043432467173,89,0.0159002910155392,0.271194888925483
"11519at7088_nostop.fas.aligned.fas.best",0.0589815117901875,91,0.495511782939851,0.839368973313454
"11522at7088_nostop.fas.aligned.fas.best",-0.0837860552415185,111,0.283973478107695,0.710146960644853
"11525at7088_nostop.fas.aligned.fas.best",0.150223353503098,95,0.0759823785771689,0.456393498654716
"1152at7088_nostop.fas.aligned.fas.best",-0.270439611121515,72,0.00557603557078747,0.18482349178238
"11533at7088_nostop.fas.aligned.fas.best",0.0273311469290317,95,0.746812893219153,0.931180925549093
"11534at7088_nostop.fas.aligned.fas.best",-0.201636631924066,72,0.0387751675852362,0.36578583806078
"11536at7088_nostop.fas.aligned.fas.best",0.0938248217797584,112,0.228088045018136,0.665125511581309
"11537at7088_nostop.fas.aligned.fas.best",0.0455783714820217,112,0.55820358000344,0.868361583375303
"11546at7088_nostop.fas.aligned.fas.best",-0.132068729355221,85,0.140529089826796,0.566440994933303
"11547at7088_nostop.fas.aligned.fas.best",-0.0294350375580139,80,0.750151957808299,0.932031693161656
"11548at7088_nostop.fas.aligned.fas.best",0.222766286640589,86,0.0123882521369024,0.248366032508547
"11549at7088_nostop.fas.aligned.fas.best",-0.0308355889337783,101,0.707064492648123,0.921611808401443
"1154at7088_nostop.fas.aligned.fas.best",-0.0433740288155066,89,0.620209523391839,0.891633847987308
"11550at7088_nostop.fas.aligned.fas.best",0.0558603333944578,86,0.530582883951554,0.855163179330171
"11558at7088_nostop.fas.aligned.fas.best",-0.201948456325731,100,0.0143355985590595,0.263459443092711
"11563at7088_nostop.fas.aligned.fas.best",0.157385533241073,90,0.0705368188214561,0.450762776824025
"11571at7088_nostop.fas.aligned.fas.best",-0.172880920029953,96,0.0400655645668812,0.367013418106641
"11575at7088_nostop.fas.aligned.fas.best",0.17363120357147,75,0.0691798520117022,0.450762776824025
"11576at7088_nostop.fas.aligned.fas.best",0.00640754880447131,112,0.934397756575627,0.983773605668412
"11580at7088_nostop.fas.aligned.fas.best",-0.182330766808114,109,0.0208815609166197,0.292678693520094
"11581at7088_nostop.fas.aligned.fas.best",-0.0136184598499204,101,0.868179166363903,0.966970509125098
"11582at7088_nostop.fas.aligned.fas.best",-0.00144896040515717,118,0.984749776184416,0.996491913868926
"11587at7088_nostop.fas.aligned.fas.best",-0.101234213648706,51,0.385261241090317,0.770294255950631
"11589at7088_nostop.fas.aligned.fas.best",0.055517326294623,95,0.51195974226473,0.850780384125471
"11592at7088_nostop.fas.aligned.fas.best",0.221875182903608,81,0.0157069296201116,0.270666652091965
"11593at7088_nostop.fas.aligned.fas.best",0.105407277007076,102,0.196670546936438,0.6313069312124
"11594at7088_nostop.fas.aligned.fas.best",0.125852368135847,80,0.173350381886505,0.606773913276227
"11597at7088_nostop.fas.aligned.fas.best",0.0782012102602063,105,0.330993512111891,0.743474861849364
"11599at7088_nostop.fas.aligned.fas.best",0.0475358139010986,97,0.570366411132802,0.872705411403095
"11607at7088_nostop.fas.aligned.fas.best",-0.0362675613779278,115,0.636776005911577,0.897015690535266
"11608at7088_nostop.fas.aligned.fas.best",-0.145392094485433,66,0.154192483220674,0.588922193504532
"11609at7088_nostop.fas.aligned.fas.best",0.0515797389888298,94,0.544518696809582,0.862755580563267
"11616at7088_nostop.fas.aligned.fas.best",-0.10032611434524,115,0.191461757301391,0.623341661413574
"11619at7088_nostop.fas.aligned.fas.best",0.190485130601412,69,0.0561313310931729,0.413703670494264
"1161at7088_nostop.fas.aligned.fas.best",-0.173670269002139,111,0.0263608799946795,0.307386689937959
"11621at7088_nostop.fas.aligned.fas.best",-0.0642047687764269,82,0.481785375156909,0.830448618875933
"11630at7088_nostop.fas.aligned.fas.best",-0.0669037990715642,92,0.436896409302576,0.806124585049713
"11638at7088_nostop.fas.aligned.fas.best",0.188939485104259,91,0.0290126222535434,0.321885185245017
"11648at7088_nostop.fas.aligned.fas.best",-0.0125249770069032,99,0.879899923420369,0.969196543352723
"11650at7088_nostop.fas.aligned.fas.best",-0.0674025101400474,90,0.438639553922294,0.806433599200048
"11655at7088_nostop.fas.aligned.fas.best",-0.0497067423386217,96,0.554989812913181,0.868106684890876
"11656at7088_nostop.fas.aligned.fas.best",-0.0564674994114607,84,0.531088868258827,0.855163179330171
"11657at7088_nostop.fas.aligned.fas.best",0.0221459031601768,84,0.805956909585766,0.950801308386507
"11659at7088_nostop.fas.aligned.fas.best",0.0422935299552661,98,0.611750895339301,0.887880873889306
"1165at7088_nostop.fas.aligned.fas.best",-0.0152650214798595,101,0.852414293859782,0.962050636200635
"11660at7088_nostop.fas.aligned.fas.best",0.203783661770684,115,0.0079707569942691,0.214319589534141
"11662at7088_nostop.fas.aligned.fas.best",0.0356473490497806,88,0.685529737739389,0.915048619890639
"11665at7088_nostop.fas.aligned.fas.best",-0.104160416247282,111,0.182867311890258,0.614711791897155
"11666at7088_nostop.fas.aligned.fas.best",-0.0878729538650872,105,0.274682132807169,0.70212600106005
"11669at7088_nostop.fas.aligned.fas.best",-0.266855849166642,81,0.00366807549150372,0.16878977087447
"11672at7088_nostop.fas.aligned.fas.best",0.0906203686648293,119,0.229909644912386,0.668329644844771
"11677at7088_nostop.fas.aligned.fas.best",-0.0783444747196151,115,0.307699297271323,0.725370545552975
"1167at7088_nostop.fas.aligned.fas.best",-0.0382859667515342,92,0.656395000916681,0.903840378076724
"11681at7088_nostop.fas.aligned.fas.best",-0.151122102441478,107,0.0578629784170214,0.416142773445612
"1168at7088_nostop.fas.aligned.fas.best",-0.146716907837174,92,0.0882130619784565,0.477208515519985
"11693at7088_nostop.fas.aligned.fas.best",-0.0210834779421264,100,0.798221562579648,0.948445740200564
"11699at7088_nostop.fas.aligned.fas.best",-0.0597743059841985,83,0.509914197614382,0.849423395515795
"116at7088_nostop.fas.aligned.fas.best",-0.165496106572178,89,0.0586493601780818,0.416930366056006
"11701at7088_nostop.fas.aligned.fas.best",-0.0276098133657072,101,0.736502828697582,0.930145677235778
"11702at7088_nostop.fas.aligned.fas.best",-0.187631821220712,111,0.0164223884843228,0.274969735391353
"11704at7088_nostop.fas.aligned.fas.best",-0.135255221370893,98,0.104539515276688,0.50300013087341
"11706at7088_nostop.fas.aligned.fas.best",-0.0470589537965922,106,0.556653815793925,0.86831048940676
"11710at7088_nostop.fas.aligned.fas.best",0.246385418106686,66,0.0157508924647698,0.270666652091965
"11719at7088_nostop.fas.aligned.fas.best",0.0553238213112771,68,0.581917553709879,0.878064929487467
"1171at7088_nostop.fas.aligned.fas.best",-0.0877534661658307,93,0.305187787738214,0.722530711890791
"11729at7088_nostop.fas.aligned.fas.best",0.0677725611204692,103,0.404134340994277,0.781266521723183
"1172at7088_nostop.fas.aligned.fas.best",-0.13263548546274,112,0.0884052422956633,0.477660002994654
"11731at7088_nostop.fas.aligned.fas.best",-0.0418121005003545,81,0.648945802774044,0.899738395684746
"1173at7088_nostop.fas.aligned.fas.best",-0.0292916516775831,112,0.706702541287482,0.921611808401443
"11747at7088_nostop.fas.aligned.fas.best",-0.0829188336592723,88,0.346243866401186,0.75064043026906
"1174at7088_nostop.fas.aligned.fas.best",-0.0433476135308781,100,0.599155747668727,0.885598041955831
"11752at7088_nostop.fas.aligned.fas.best",0.127497098390999,106,0.111254141463123,0.517864236891992
"11754at7088_nostop.fas.aligned.fas.best",-0.122102114814484,111,0.118426467690124,0.530316258604483
"11760at7088_nostop.fas.aligned.fas.best",0.122589597728739,100,0.137154836217153,0.56207439745111
"11761at7088_nostop.fas.aligned.fas.best",0.0312376843933305,91,0.718121010053057,0.923526850035225
"11764at7088_nostop.fas.aligned.fas.best",-0.0209018445012341,100,0.799922813292626,0.949746552576666
"11765at7088_nostop.fas.aligned.fas.best",0.0648316155705571,104,0.422554306504112,0.796327610095144
"11766at7088_nostop.fas.aligned.fas.best",0.0615731038576649,90,0.47924994920877,0.828536882690351
"11767at7088_nostop.fas.aligned.fas.best",-0.0360721050444757,94,0.671711847102451,0.911284098352456
"11769at7088_nostop.fas.aligned.fas.best",0.0154243100283639,104,0.848677594361357,0.960699674052938
"11770at7088_nostop.fas.aligned.fas.best",-0.0575225856440358,73,0.552686446423067,0.867394116669078
"11777at7088_nostop.fas.aligned.fas.best",-0.0648515534869911,86,0.466579008925593,0.82021125655813
"11779at7088_nostop.fas.aligned.fas.best",0.0409181095654753,119,0.587744765310839,0.881135231956657
"11785at7088_nostop.fas.aligned.fas.best",0.109481270252265,90,0.20839136031303,0.643495839987105
"11786at7088_nostop.fas.aligned.fas.best",-0.120933960580741,100,0.142540850177644,0.570261803015387
"11787at7088_nostop.fas.aligned.fas.best",-0.0184335043328623,93,0.829463474762716,0.954713014554187
"1178at7088_nostop.fas.aligned.fas.best",0.0605653498735793,73,0.531875030087424,0.855454174007605
"11793at7088_nostop.fas.aligned.fas.best",0.0226142622968547,70,0.819304075621974,0.951686114917321
"11796at7088_nostop.fas.aligned.fas.best",0.027972711943223,72,0.774348860847419,0.941619750713901
"11799at7088_nostop.fas.aligned.fas.best",-0.0623429200159357,76,0.511220344688192,0.850780384125471
"1179at7088_nostop.fas.aligned.fas.best",-0.0663953600731117,82,0.466959975224151,0.820320540641658
"11800at7088_nostop.fas.aligned.fas.best",0.0123990779303585,88,0.887992509323668,0.971586597542622
"11803at7088_nostop.fas.aligned.fas.best",0.234906374671515,95,0.00552369022153048,0.18482349178238
"11810at7088_nostop.fas.aligned.fas.best",-0.155644923819691,69,0.118602065573091,0.530316258604483
"11811at7088_nostop.fas.aligned.fas.best",0.12893009259749,93,0.131936865725255,0.557227472373181
"11812at7088_nostop.fas.aligned.fas.best",-0.080708973949393,80,0.382587210929118,0.76836825182645
"11815at7088_nostop.fas.aligned.fas.best",0.0133298275358625,110,0.865265611843183,0.966899798837849
"11817at7088_nostop.fas.aligned.fas.best",-0.109735800572786,90,0.207335585114079,0.641535168436711
"11828at7088_nostop.fas.aligned.fas.best",-0.0772228904913163,100,0.349081495242941,0.75064043026906
"1182at7088_nostop.fas.aligned.fas.best",-0.203107546059423,105,0.0115758226676441,0.246763131539761
"11833at7088_nostop.fas.aligned.fas.best",-0.0805612411584355,93,0.346534286226366,0.75064043026906
"11834at7088_nostop.fas.aligned.fas.best",-0.0434980462418859,101,0.596027216790613,0.883900522727767
"11835at7088_nostop.fas.aligned.fas.best",0.111159366542806,100,0.177699603571877,0.609808474419706
"11842at7088_nostop.fas.aligned.fas.best",0.0508780223416236,102,0.533161995701488,0.85606628247373
"11847at7088_nostop.fas.aligned.fas.best",-0.186511151441664,116,0.0147225635259842,0.263909168146173
"11848at7088_nostop.fas.aligned.fas.best",0.0199656345559773,92,0.816532247322282,0.951686114917321
"11855at7088_nostop.fas.aligned.fas.best",0.0831554039016064,98,0.318293985914301,0.735425320700707
"11856at7088_nostop.fas.aligned.fas.best",0.0186919464034327,99,0.821596688290399,0.952935412883891
"11857at7088_nostop.fas.aligned.fas.best",0.061888484987933,110,0.430826853044923,0.802616948579021
"11858at7088_nostop.fas.aligned.fas.best",-0.0103085861152624,102,0.899521260581743,0.975279816103431
"11860at7088_nostop.fas.aligned.fas.best",0.194941238110366,88,0.0268015427021346,0.30781369771723
"11864at7088_nostop.fas.aligned.fas.best",0.0144856998219199,76,0.87867973473563,0.969196543352723
"11870at7088_nostop.fas.aligned.fas.best",-0.00267641477075185,124,0.97111631412846,0.993280973793061
"11872at7088_nostop.fas.aligned.fas.best",-0.152127765851133,81,0.0976644063391106,0.495476139152136
"11877at7088_nostop.fas.aligned.fas.best",-0.131679731264204,88,0.134708482641762,0.559266552366479
"1187at7088_nostop.fas.aligned.fas.best",-0.0622130136468749,92,0.46971904872303,0.822323160364983
"11880at7088_nostop.fas.aligned.fas.best",-0.060736760425601,84,0.500502128598988,0.843271371111676
"11881at7088_nostop.fas.aligned.fas.best",-0.145597553324374,89,0.096218530432041,0.492655167226559
"11882at7088_nostop.fas.aligned.fas.best",-0.166559544732798,97,0.0467574282064099,0.385480221780439
"11890at7088_nostop.fas.aligned.fas.best",-0.120961766235219,103,0.136486393712162,0.560538459710953
"11894at7088_nostop.fas.aligned.fas.best",-0.0451607277052647,114,0.558281896760597,0.868361583375303
"11898at7088_nostop.fas.aligned.fas.best",0.113718992113469,85,0.204423462698072,0.636525645771721
"11910at7088_nostop.fas.aligned.fas.best",-0.0509583976314556,96,0.54507016275162,0.862755580563267
"11921at7088_nostop.fas.aligned.fas.best",0.0988543616614239,95,0.242927473176807,0.67982505071663
"11922at7088_nostop.fas.aligned.fas.best",-0.0128926007291363,79,0.889781680514417,0.971586597542622
"11929at7088_nostop.fas.aligned.fas.best",0.13284272122427,73,0.170318121832677,0.606773913276227
"11930at7088_nostop.fas.aligned.fas.best",-0.128374214192401,90,0.14018791874631,0.566440994933303
"11932at7088_nostop.fas.aligned.fas.best",-0.0335317222291065,103,0.679778341770638,0.91417087385513
"11937at7088_nostop.fas.aligned.fas.best",0.00495392127680142,100,0.952100543318804,0.987584527748817
"11941at7088_nostop.fas.aligned.fas.best",-0.111860664910439,113,0.148877758938932,0.582138781958819
"11944at7088_nostop.fas.aligned.fas.best",0.178349468544317,110,0.0231949970828248,0.295718359225496
"11950at7088_nostop.fas.aligned.fas.best",-0.187844268604963,106,0.0189565156359255,0.279516880554244
"11956at7088_nostop.fas.aligned.fas.best",-0.0622303435913254,94,0.464703018776064,0.819505207880165
"11957at7088_nostop.fas.aligned.fas.best",-0.0811706779360241,114,0.292719765821562,0.713990728354195
"11958at7088_nostop.fas.aligned.fas.best",-0.0965678441508679,115,0.208632866957097,0.643495839987105
"11960at7088_nostop.fas.aligned.fas.best",0.0780501392362502,80,0.398459915002339,0.778636614450741
"11961at7088_nostop.fas.aligned.fas.best",0.078093355398765,119,0.300843399597292,0.719698911973182
"11963at7088_nostop.fas.aligned.fas.best",0.0266513403834676,103,0.742858624662378,0.931180925549093
"11965at7088_nostop.fas.aligned.fas.best",0.151132511751364,95,0.0742243734660748,0.453218380814631
"11967at7088_nostop.fas.aligned.fas.best",-0.104606977005704,111,0.180997892381007,0.612391832770973
"11969at7088_nostop.fas.aligned.fas.best",-0.0957144305167908,98,0.250682176096037,0.683472204861111
"11970at7088_nostop.fas.aligned.fas.best",-0.0533271063623125,93,0.533211872765441,0.85606628247373
"11972at7088_nostop.fas.aligned.fas.best",-0.00468113932620321,111,0.952266116616751,0.987584527748817
"11973at7088_nostop.fas.aligned.fas.best",0.0841610678636798,111,0.281823748200848,0.70781118298136
"11977at7088_nostop.fas.aligned.fas.best",-0.0903427601798315,98,0.278264080945487,0.705372927024775
"11978at7088_nostop.fas.aligned.fas.best",0.00254906370967291,96,0.97585030738063,0.995003991256938
"1197at7088_nostop.fas.aligned.fas.best",0.126539440469139,123,0.0882172819108264,0.477208515519985
"11983at7088_nostop.fas.aligned.fas.best",0.141172256765955,86,0.112995538609754,0.521365838589836
"11984at7088_nostop.fas.aligned.fas.best",-0.195042846085975,72,0.0456099208982387,0.384523657143377
"11985at7088_nostop.fas.aligned.fas.best",-0.04149257447434,88,0.637407507313969,0.897317436381938
"1198at7088_nostop.fas.aligned.fas.best",-0.082815293357048,92,0.335877983365805,0.746402369084519
"11990at7088_nostop.fas.aligned.fas.best",-0.138482562029099,107,0.0821939680945177,0.471995764020151
"11996at7088_nostop.fas.aligned.fas.best",0.085380672658064,105,0.288525359826543,0.713990728354195
"11997at7088_nostop.fas.aligned.fas.best",0.0885925492503335,117,0.244564384892416,0.681147439495341
"12004at7088_nostop.fas.aligned.fas.best",-0.16013335963523,95,0.0585511186929231,0.416930366056006
"12006at7088_nostop.fas.aligned.fas.best",-0.0788265092512387,102,0.334285747489414,0.746402369084519
"12008at7088_nostop.fas.aligned.fas.best",0.0257560139964866,92,0.764716044011927,0.937028178297113
"1200at7088_nostop.fas.aligned.fas.best",-0.0482233087266103,94,0.571012870740557,0.872943087677286
"12011at7088_nostop.fas.aligned.fas.best",0.170451828347595,77,0.0705716954471441,0.450762776824025
"12012at7088_nostop.fas.aligned.fas.best",-0.0117832038590005,82,0.897280128954318,0.974511294779557
"12016at7088_nostop.fas.aligned.fas.best",-0.108798208946132,112,0.162217977609114,0.595581024619487
"12021at7088_nostop.fas.aligned.fas.best",-0.0989396749877399,62,0.347796234459855,0.75064043026906
"12023at7088_nostop.fas.aligned.fas.best",-0.274897239546776,82,0.00259702047614535,0.150265577170385
"12024at7088_nostop.fas.aligned.fas.best",0.047678132466781,83,0.599152835758169,0.885598041955831
"12026at7088_nostop.fas.aligned.fas.best",0.187309340273713,89,0.032352228131702,0.336861127084305
"12028at7088_nostop.fas.aligned.fas.best",0.0449457472868894,114,0.560156750285129,0.869002974332761
"12029at7088_nostop.fas.aligned.fas.best",0.12472135261272,99,0.132430494016876,0.557227472373181
"12031at7088_nostop.fas.aligned.fas.best",0.116951195716291,102,0.152002829115975,0.587119211810272
"12036at7088_nostop.fas.aligned.fas.best",0.17018181850505,96,0.0432778246883418,0.379472255732552
"12043at7088_nostop.fas.aligned.fas.best",-0.00983829161302113,102,0.90408258849516,0.976272504609349
"12054at7088_nostop.fas.aligned.fas.best",-0.0805590523469884,89,0.357365481324765,0.755536588559993
"12055at7088_nostop.fas.aligned.fas.best",0.0814629515380772,104,0.3135816300467,0.731317158644626
"12056at7088_nostop.fas.aligned.fas.best",-0.118162197435828,119,0.117469958967077,0.529908325259154
"12058at7088_nostop.fas.aligned.fas.best",-0.0514354672725964,80,0.577904840597384,0.875965679408296
"12059at7088_nostop.fas.aligned.fas.best",-0.0396790222106275,100,0.630423269805867,0.89416687255427
"12060at7088_nostop.fas.aligned.fas.best",0.00841229241568656,114,0.913167403588716,0.97939352581054
"12061at7088_nostop.fas.aligned.fas.best",0.0669178431886939,118,0.377360055398771,0.764250249547089
"1206at7088_nostop.fas.aligned.fas.best",-0.074451074893861,86,0.403253027606481,0.781046436097128
"12070at7088_nostop.fas.aligned.fas.best",-0.0607731864648756,89,0.487468473269307,0.833229227869117
"12075at7088_nostop.fas.aligned.fas.best",0.0536261511509547,104,0.507086707075688,0.848462728666782
"12082at7088_nostop.fas.aligned.fas.best",0.0464806122443763,106,0.561513558824558,0.869471028925154
"12084at7088_nostop.fas.aligned.fas.best",-0.0612020311589278,107,0.442399783041358,0.809207446291335
"12087at7088_nostop.fas.aligned.fas.best",0.155071143894991,99,0.0613848176309859,0.427728660657373
"1208at7088_nostop.fas.aligned.fas.best",-0.0805167141999098,92,0.34946297943175,0.75064043026906
"12090at7088_nostop.fas.aligned.fas.best",0.0677243899530789,117,0.373706145836993,0.762768348898104
"12091at7088_nostop.fas.aligned.fas.best",0.169693301974629,77,0.0718327082296287,0.451201891937318
"12093at7088_nostop.fas.aligned.fas.best",-0.0475906632748977,95,0.57400916382248,0.874015951976201
"12095at7088_nostop.fas.aligned.fas.best",-0.138380894971739,87,0.118111601169346,0.529908325259154
"12096at7088_nostop.fas.aligned.fas.best",0.0571510818098722,108,0.471087902697155,0.822905068934752
"12101at7088_nostop.fas.aligned.fas.best",-0.0244345506141187,100,0.767013882747041,0.938191184917507
"12113at7088_nostop.fas.aligned.fas.best",-0.205682146207748,101,0.0121863168416356,0.248366032508547
"12120at7088_nostop.fas.aligned.fas.best",0.0200909809514985,94,0.813399622331941,0.951686114917321
"12123at7088_nostop.fas.aligned.fas.best",-0.0323840456552384,110,0.680181117717041,0.914443496789587
"12125at7088_nostop.fas.aligned.fas.best",-0.0236380388824107,119,0.75415108140044,0.933187946766739
"12127at7088_nostop.fas.aligned.fas.best",-0.09884183934261,104,0.221435401648561,0.657795316129881
"12133at7088_nostop.fas.aligned.fas.best",0.0267344481754428,114,0.728933205306985,0.926572213976147
"12136at7088_nostop.fas.aligned.fas.best",-0.0777260675612221,66,0.446218538507287,0.809334546925274
"12139at7088_nostop.fas.aligned.fas.best",0.00683134925533697,83,0.939967264923439,0.985230536107553
"12141at7088_nostop.fas.aligned.fas.best",0.068859861710643,90,0.42880490685533,0.800027440504372
"12143at7088_nostop.fas.aligned.fas.best",-0.0112172573402575,96,0.894025595585981,0.973220050540067
"12148at7088_nostop.fas.aligned.fas.best",-0.0161435325769413,117,0.83207303617185,0.954713014554187
