"","Rho","N","P","p.adj"
"11547at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0398152761909298,72,0.683225949324229,0.917457642291731
"11548at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.185092420663938,86,0.0377147430985491,0.367029778025842
"11549at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0102138448874403,101,0.900936163247624,0.981388513752037
"1154at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0144750923802213,89,0.868645173121182,0.973308452789969
"11550at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0855419046345261,85,0.339776686130503,0.751096219113689
"11558at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.206251902845442,101,0.0119490152366467,0.240612108575825
"11563at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.124362219606941,90,0.1530066664964,0.577327667238125
"11571at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.163396046164098,96,0.052327049720025,0.412391283224541
"11575at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.193591005672984,75,0.0427499380378942,0.382406979982807
"11576at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0383563767932161,111,0.623785711087329,0.898912770401591
"11580at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.14742769481768,109,0.0617760909393814,0.433095876815817
"11581at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0293105190880275,98,0.725015832485874,0.93259406617596
"11582at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.00450419181678529,118,0.952618639110805,0.989893007858338
"11587at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.071044833514955,52,0.538225600226176,0.850701666194277
"11589at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0640565101006714,96,0.44682890867375,0.809213526762168
"11592at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.244350875253557,81,0.00780576022567765,0.218896503015783
"11593at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.12863138456745,102,0.115127418181557,0.530864858056859
"11594at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0720372020912259,86,0.418672638013117,0.798728142052571
"11597at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0812050735293502,106,0.310419502159164,0.733497380087488
"11599at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0444305729710561,96,0.597748057573737,0.888843972403887
"11607at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.00258954195361383,115,0.973103317521338,0.991397883757707
"11608at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0883477949838229,66,0.386583439234479,0.784600762004545
"11609at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.157071462193452,96,0.0621358886555711,0.433452611326142
"11616at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.056330722230163,115,0.463291439859225,0.818911512604995
"11619at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.25470726579682,69,0.0106500357429146,0.23951938729208
"1161at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.171688593636223,112,0.027415009290789,0.330560825695675
"11621at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0141187438190412,76,0.881730152583329,0.975644765785136
"11630at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.070223956024472,92,0.414485200630426,0.796160803732401
"11638at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.170224891488866,91,0.0491767505295033,0.400689708859821
"11648at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.00373223599642529,100,0.963903634530769,0.990253555926243
"11650at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.00710943790431062,90,0.93489209968408,0.987062061266244
"11655at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0360902241689579,97,0.666564774920425,0.910031810488758
"11656at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0540179574679922,84,0.549056808558701,0.8573985175323
"11657at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.093656889222893,84,0.298872566663555,0.729779114433285
"11659at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0556369556806114,100,0.499910622682414,0.840007343077593
"1165at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0341313825933915,101,0.677433286490561,0.91640945621437
"11660at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.228356081656122,115,0.00294670021629971,0.160349603436976
"11662at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0969075828601597,89,0.26821584466298,0.705613270081591
"11665at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0823880521411765,111,0.292085064338705,0.723532368171407
"11666at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.106791815301315,105,0.184335806708782,0.617131938708569
"11669at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.258815117090805,81,0.00483483688105461,0.189694560227613
"11672at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.133566412446785,119,0.0767994760291993,0.461328869715919
"11677at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0371849347589535,115,0.628275408977722,0.900443655773303
"1167at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0402618491274106,92,0.639887355874798,0.90283195925816
"11681at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.125700810817066,107,0.114641036795509,0.530225220486429
"1168at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0962435022702358,90,0.268773385274411,0.705613270081591
"11693at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.00230382106824468,100,0.977713859477637,0.993802546513738
"11699at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0151193815755114,83,0.867621089640693,0.973248084618132
"116at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.216346891530772,89,0.0134438884433431,0.248992142961108
"11701at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.00676265649216579,101,0.934314098399037,0.987000171893228
"11702at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.238323149241928,111,0.00230662140056661,0.150622377457
"11704at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.171643649936274,95,0.0426100545356456,0.382406979982807
"11706at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0173977710635375,106,0.827960828605884,0.96206341189237
"11710at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.264804750178004,67,0.00891415695877948,0.228269938262494
"11719at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.137078097669568,69,0.169287555121234,0.59753931618468
"1171at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.120379807140569,94,0.157272566001817,0.584465771702687
"11729at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0654419211246653,104,0.418200328571101,0.798412573069491
"1172at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.145542894272991,112,0.0615278897120093,0.432996406705076
"11731at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0813764231197001,79,0.381736115342412,0.782486004919008
"1173at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0678190566929357,112,0.383633147319646,0.784164452275963
"11747at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0731773519672347,88,0.405836067932734,0.79310674070993
"1174at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0643953184094497,99,0.437254250540902,0.804625273438994
"11752at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0903266984756881,106,0.25920106239002,0.700426246229418
"11754at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.203397495128687,110,0.00962429615537445,0.23951938729208
"11760at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.147483156703163,101,0.0722695685196336,0.456907604015553
"11761at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0369104363256347,91,0.669726512682859,0.912216491573569
"11764at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0656589004449734,100,0.425943527756623,0.800899985757106
"11765at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0640180098843307,104,0.428399753805961,0.801932278265088
"11766at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0451109968300639,91,0.602167527748196,0.890031283270791
"11767at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0570522837130596,94,0.502673411849216,0.84165573830138
"11769at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0269078483528444,105,0.738009923387337,0.938394828789556
"11770at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0835306065373871,73,0.388582860854998,0.785919196802843
"11777at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0087540116673198,86,0.921712355105637,0.985434157139791
"11779at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0933294983460697,119,0.216278792703326,0.653320241152416
"11785at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.100878236091503,90,0.246396101442906,0.684427400922708
"11786at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.107399775870092,99,0.195104382429137,0.628929571286025
"11787at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0224927364514827,92,0.793804719995201,0.952347123874988
"1178at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0973315200362849,75,0.308353739619863,0.732961269230052
"11793at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.111088752501143,71,0.258312629120604,0.699355798225098
"11796at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.103688846789614,72,0.287916926588204,0.721924449497905
"11799at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0615173837829653,76,0.516829998407708,0.843497842614892
"1179at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0166950167701817,82,0.854866842330228,0.969374864591107
"11800at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0971945341513528,88,0.269566278259602,0.705613270081591
"11803at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.217566440497629,92,0.0114650457091607,0.240343119345748
"11810at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0967486333984899,69,0.331992256045541,0.745227644290385
"11811at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.141259050603938,93,0.0988268543087704,0.500817684085798
"11812at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.122605060935563,82,0.179183460278155,0.607803563109687
"11815at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0311256701044257,110,0.691958856986578,0.921292276349695
"11817at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0673480428285598,90,0.439009611322111,0.805647355568313
"11828at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0567599382497166,101,0.489095364704351,0.835472341156338
"1182at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.195440669183491,104,0.0156192365254435,0.258679457093486
"11833at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0353147626509845,93,0.679868957757537,0.917111447008451
"11834at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.026498479038314,99,0.749221109611125,0.940022494917862
"11835at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.127265267124421,101,0.120897981464426,0.539032426703855
"11842at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0655605121343778,102,0.421959150659388,0.80015727393014
"11847at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.18244120425549,115,0.0175288612603727,0.277247144709909
"11848at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0765908976769974,92,0.373459373890792,0.778068732021335
"11855at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0867947605384017,98,0.297575504118925,0.728633531057081
"11856at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0443485555637101,100,0.590748287001209,0.885347678650008
"11857at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.198482347149959,110,0.0115212417399023,0.240343119345748
"11858at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0189827719810998,102,0.81613951592733,0.960895564540783
"11860at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.185584969467048,88,0.0350210055070626,0.361026249585074
"11864at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0228590706725098,76,0.809650048263183,0.959033524387408
"11870at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0123517250317133,124,0.86728979585625,0.973248084618132
"11872at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.090736597443287,82,0.320164786788782,0.73807147926651
"11877at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0724292397248153,89,0.407946555908101,0.795125494684623
"1187at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0294064517167976,92,0.732566954133686,0.936092245414397
"11880at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0967230371315422,85,0.280417179997971,0.716147014452802
"11881at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.110350766894893,89,0.207391512314565,0.64270278155246
"11882at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.132589715120049,97,0.11343558987768,0.529096001358036
"11890at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.134113297141086,103,0.0987599815943741,0.500817684085798
"11894at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0285278594494582,114,0.711537456519853,0.929813199880664
"11898at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.173634730419473,85,0.0526622480982046,0.413606762984353
"11910at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0206508296907726,96,0.806269128912655,0.957758884682886
"11921at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0843739390752595,95,0.318932871240001,0.73807147926651
"11922at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0240403397633766,79,0.796093820254708,0.953352070312882
"11929at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.155194713486226,71,0.114292387988357,0.529646753672611
"11930at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0824286990438529,90,0.343561379067685,0.752563776834037
"11932at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0320872740450508,104,0.691415602121534,0.921292276349695
"11937at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0152160390623493,100,0.853618633192257,0.969374864591107
"11941at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0575857413066107,111,0.461491810435779,0.816994215918647
"11944at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.205183509592626,111,0.00869453033929134,0.22555401613762
"11950at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.156874611899699,107,0.0489606293877925,0.400283770784825
"11956at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.101275255405173,95,0.231580597497511,0.669384709505431
"11957at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0911903121616428,114,0.237184553406517,0.672543537094596
"11958at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0863180651204612,115,0.261064228247406,0.701955639599349
"11960at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.079339497584963,80,0.390713745300261,0.786324626391819
"11961at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0932250417369438,119,0.216793336396471,0.653320241152416
"11963at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0685667703770913,104,0.396324761841627,0.790056906401255
"11965at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.145275428934093,95,0.0861543585289856,0.478243326827448
"11967at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0604140315850152,112,0.437693063118431,0.805108648496719
"11969at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0602931451433072,98,0.469315108683472,0.824457863870926
"11970at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.03025660226542,92,0.725144304136281,0.93259406617596
"11972at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0203600633407183,111,0.794586412667886,0.952347123874988
"11973at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0891418438142758,111,0.254317784210542,0.694753881116342
"11977at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0507730691566776,96,0.546533363554214,0.856652992545082
"11978at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0477080558695538,95,0.57306483300022,0.872783019351634
"1197at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.140224547576673,123,0.0588572456617029,0.427770252463003
"11983at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.21951003941594,86,0.0137269195210152,0.248992142961108
"11984at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0769249578438632,72,0.430462480648138,0.801932278265088
"11985at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.00370797873619712,88,0.966403000977836,0.990253555926243
"1198at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0651527602424588,93,0.44648409700163,0.809213526762168
"11990at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.102771334314042,107,0.197091026867506,0.632103476994775
"11996at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0910117671805478,108,0.251086633346769,0.690148527377079
"11997at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.168643071721115,116,0.0274218559329695,0.330560825695675
"12004at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0820555812483715,95,0.332411497922414,0.745560822867201
"12006at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0667769459694077,102,0.413399089147706,0.796160803732401
"12008at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0635418811295865,93,0.457804435689015,0.815343059597535
"1200at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0365062986804762,95,0.66630505618303,0.910031810488758
"12011at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.228721103579084,78,0.0145867447740563,0.252560645311407
"12012at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0416743510836202,83,0.64592430432654,0.904184758431293
"12016at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.086976345930797,112,0.263856983989055,0.703462732587522
"12021at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0489799998351007,61,0.644868525321321,0.904184758431293
"12023at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.290245202501523,83,0.001375434606217,0.123276697745449
"12024at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0920480985613286,84,0.307250055231586,0.731860345212913
"12026at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.201037261036876,87,0.0231873411587914,0.311746058793897
"12028at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0224671783586656,114,0.770875020011252,0.944174531716979
"12029at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.114387659654155,97,0.172054926869617,0.599029119662896
"12031at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.108714266957006,102,0.182991115253698,0.615626443260914
"12036at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.242734863156149,95,0.0041403559492681,0.181656122158321
"12043at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.013744162654881,100,0.867640766751014,0.973248084618132
"12054at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.125388580613466,88,0.154351960536854,0.578788196566005
"12055at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0837216424558486,103,0.302733713335815,0.730548892607883
"12056at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.136185303223678,119,0.0711901589113568,0.454483542435492
"12058at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0783222315639485,80,0.396817592214783,0.790514531368512
"12059at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.00507199236912434,101,0.950711184040309,0.989893007858338
"12060at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0439551776719944,115,0.567114934109605,0.867514448993529
"12061at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0437124328739404,118,0.564177022945841,0.86616211229168
"1206at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.00472059155446122,86,0.95773528676525,0.989893007858338
"12070at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.00661637727694169,89,0.939742989577073,0.987267597591044
"12075at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0865956804219697,104,0.28406628687963,0.718596313146885
"12082at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.077058369886039,106,0.335775800941186,0.747161304574488
"12084at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0668266804406581,107,0.40161402737063,0.791283499616875
"12087at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.146134121265863,99,0.0779172068831408,0.461328869715919
"1208at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0882193551503929,92,0.30529773050082,0.731019343174042
"12090at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0400190135482261,117,0.59913455398629,0.888881546988424
"12091at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.187298811381951,77,0.0469286632367446,0.394299939241648
"12093at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.00822861450167034,95,0.922568244449671,0.985434157139791
"12095at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.122214492088056,88,0.165054496442388,0.594809874599249
"12096at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0403660759161159,101,0.622753250424104,0.898912770401591
"12101at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.00732621119984627,101,0.928854244586645,0.985434157139791
"12113at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.113249268542436,101,0.167525452463632,0.594809874599249
"12120at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0509423981699984,94,0.549502259734289,0.8573985175323
"12123at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0511378769718765,110,0.515089606018293,0.843497842614892
"12125at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0356240625509382,118,0.638392384096782,0.9027867028112
"12127at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.00169066412304145,101,0.983561094465488,0.995539805757694
"12133at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0239604232603169,114,0.756114845875348,0.940221107023753
"12136at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0707242750187167,65,0.491651886193674,0.83650996278895
"12139at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0463905199834282,82,0.611271569970053,0.893261619671711
"12141at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.147654886982902,90,0.0897652486650118,0.483486699883824
"12143at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0385370190278703,97,0.645459682523602,0.904184758431293
"12148at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.00836943243738412,117,0.912463619180222,0.984484253153032
"1214at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0366800127502366,82,0.687779763508817,0.919462210318135
"12153at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0816020905629021,102,0.317545544992126,0.737320680078576
"12154at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0376271788225421,116,0.622665548079379,0.898912770401591
"12173at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.126079752125803,85,0.159430502629698,0.588181458854196
"12174at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.050743207276137,107,0.524204084732686,0.849518883555684
"1217at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.126792149469401,112,0.103354163696394,0.509635255939827
"12180at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.234443431256247,101,0.00427364034544887,0.181656122158321
"12183at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0227774421548668,92,0.791254769064982,0.951045371915865
"12184at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.00353134292313182,81,0.969331031028844,0.990633673515112
"12185at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.014381915468872,112,0.853422059209431,0.969374864591107
"1218at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0832900463534964,90,0.338542388421287,0.749746733272142
"12193at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.236115143127338,104,0.00349071456237276,0.17157049746888
"12204at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0925656765223688,61,0.383729895195484,0.784164452275963
"1220at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0462280947157523,97,0.581017150767913,0.879049883012009
"12210at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0709884150891147,63,0.496999688911198,0.83798804058026
"12212at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0362509111871405,94,0.670180346774553,0.912216491573569
"12217at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0783307401240107,102,0.337334685658155,0.748569264208616
"12218at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.088034354418442,94,0.301001627690876,0.730097645083309
"12219at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.126305140579888,120,0.0928604069103529,0.488135129027252
"12221at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0175122049926234,114,0.820422387968006,0.961426446838691
"12223at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0206940684928044,89,0.813097323754766,0.95938767859655
"12225at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.153960668399506,104,0.0568364967699974,0.423816683092428
"12226at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0376982525694168,115,0.62354021352404,0.898912770401591
"12229at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.211150305758026,90,0.0152563777091545,0.257243664177865
"12233at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0129190313770286,84,0.886053615819936,0.977117268495278
"12237at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0327441412162359,96,0.697381359750866,0.923367589012308
"1223at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.102965788025439,86,0.247703144401858,0.685797136923616
"12243at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0431431547853727,118,0.569262137086719,0.869975669884117
"12251at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.179382290069522,95,0.0340969206195324,0.35718674923455
"12254at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.087305430611726,122,0.241436175588148,0.678306551083851
"12264at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0648962489362583,76,0.494073431460119,0.837154667344234
"12268at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.103204330157518,115,0.179031822218172,0.607803563109687
"12271at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0424293063061912,111,0.587421937408431,0.882967996019052
"12273at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0420996101351604,96,0.617103246018139,0.896623947091199
"12274at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.0279682499353325,91,0.746550765290055,0.939410904652664
"12275at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.00487873812145679,97,0.953553163441466,0.989893007858338
"12276at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.0834333774165992,90,0.337711802448885,0.748632710472287
"12293at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.060715039091103,78,0.516747488822087,0.843497842614892
"12295at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",0.143993625758735,122,0.0533585067800279,0.415364600799982
"122at7088_nostop.fas.aligned.fas.best.fas.ClipKIT",-0.159749412712473,96,0.0578111515180807,0.426905934715907
